iso3,country,hdicode,region,gii_rank_2019,gii_1995,gii_2000,gii_2005,gii_2010,gii_2011,gii_2012,gii_2013,gii_2014,gii_2015,gii_2016,gii_2017,gii_2018,gii_2019,mmr_1995,mmr_2000,mmr_2005,mmr_2010,mmr_2011,mmr_2012,mmr_2013,mmr_2014,mmr_2015,mmr_2016,mmr_2017,abr_1995,abr_2000,abr_2005,abr_2010,abr_2011,abr_2012,abr_2013,abr_2014,abr_2015,abr_2016,abr_2017,abr_2018,abr_2019,se_f_1995,se_f_2000,se_f_2005,se_f_2010,se_f_2011,se_f_2012,se_f_2013,se_f_2014,se_f_2015,se_f_2016,se_f_2017,se_f_2018,se_f_2019,se_m_1995,se_m_2000,se_m_2005,se_m_2010,se_m_2011,se_m_2012,se_m_2013,se_m_2014,se_m_2015,se_m_2016,se_m_2017,se_m_2018,se_m_2019,pr_f_1995,pr_f_1997,pr_f_2000,pr_f_2005,pr_f_2010,pr_f_2011,pr_f_2012,pr_f_2013,pr_f_2014,pr_f_2015,pr_f_2016,pr_f_2017,pr_f_2018,pr_f_2019,pr_m_1995,pr_m_1997,pr_m_2000,pr_m_2005,pr_m_2010,pr_m_2011,pr_m_2012,pr_m_2013,pr_m_2014,pr_m_2015,pr_m_2016,pr_m_2017,pr_m_2018,pr_m_2019,lfpr_f_1995,lfpr_f_2000,lfpr_f_2005,lfpr_f_2010,lfpr_f_2011,lfpr_f_2012,lfpr_f_2013,lfpr_f_2014,lfpr_f_2015,lfpr_f_2016,lfpr_f_2017,lfpr_f_2018,lfpr_f_2019,lfpr_m_1995,lfpr_m_2000,lfpr_m_2005,lfpr_m_2010,lfpr_m_2011,lfpr_m_2012,lfpr_m_2013,lfpr_m_2014,lfpr_m_2015,lfpr_m_2016,lfpr_m_2017,lfpr_m_2018,lfpr_m_2019
UZB,Uzbekistan,High,ECA,62,,,,0.261,0.268,0.273,0.275,0.276,0.29,0.288,0.288,0.288,0.288,51,41,38,31,32,32,31,30,30,29,29,60.846,42.061,18.342,18.107,19.2436,20.3802,21.5168,22.6534,23.79,23.79,23.79,23.79,23.79,,,,98.15449325,98.7301557,99.29949013,99.86237,99.85079,99.85953,99.87935,99.85953,99.85953,99.85953,,,,98.21570593,98.79174232,99.36143549,99.92467,99.88624,99.91361,99.92858,99.942685,99.95679,99.95679,6,6,7.2,16.36363636,19.2,19.2,19.2,19.2,19.2,16.4,16.4,16.4,16.4,16.4,94,94,92.8,83.63636364,80.8,80.8,80.8,80.8,80.8,83.6,83.6,83.6,83.6,83.6,50.372,50.889,51.25,51.626,51.771,51.913,52.058,52.194,52.296,52.362,52.419,52.436,52.378,74.345,74.215,74.256,75.423,75.805,76.233,76.674,77.082,77.432,77.688,77.898,78.048,78.113
VCT,Saint Vincent and the Grenadines,High,LAC,,,,,,,,,,,,,,,88,80,59,63,64,71,73,69,64,67,68,87.951,76.143,64.605,58.928,58.044,57.16,56.276,55.392,54.508,53.136,51.764,50.392,49.02,,,,,,,,,,,,,,,,,,,,,,,,,,,9.523809524,9.523809524,4.761904762,18.18181818,14.28571429,17.39130435,17.39130435,13.04347826,13.04347826,13.04347826,13.04347826,13.04347826,13.04347826,13.04347826,90.47619048,90.47619048,95.23809524,81.81818182,85.71428571,82.60869565,82.60869565,86.95652174,86.95652174,86.95652174,86.95652174,86.95652174,86.95652174,86.95652174,47.412,49.518,52.84,52.927,52.944,53.149,53.352,53.414,53.43,53.697,53.902,54.261,54.361,80.276,80.264,79.969,78.423,78.413,78.282,78.08,77.859,77.57,77.385,77.277,77.111,77.01
VEN,Venezuela (Bolivarian Republic of),High,LAC,119,0.555,,0.488,0.487,0.486,0.485,0.483,0.482,0.483,0.498,0.478,0.479,0.479,125,119,113,117,116,116,115,113,115,121,125,94.939,94.099,92.097,89.899,89.4832,89.0674,88.6516,88.2358,87.82,87.19925,86.5785,85.95775,85.337,29.97,35.31,44.32,61.15995,65.84472,68.08303556,70.32135112,72.55966668,72.55966668,71.71238,71.71238,71.71238,71.71238,29.24,33.96,41.526412,55.439625,60.08577,61.7094611,63.3331522,64.95684329,64.95684329,66.61428,66.61428,66.61428,66.61428,6.324110672,6.324110672,,17.36526946,16.96969697,16.96969697,16.96969697,16.96969697,16.96969697,16.96969697,14.37125749,22.15568862,22.15568862,22.15568862,93.67588933,93.67588933,,82.63473054,83.03030303,83.03030303,83.03030303,83.03030303,83.03030303,83.03030303,85.62874251,77.84431138,77.84431138,77.84431138,46.693,47.62,49.365,49.516,49.581,49.446,49.648,49.475,49.203,47.965,46.921,45.655,45.44,79.512,79.421,79.187,78.427,77.96,77.12,77.055,76.945,76.781,76.487,76.032,75.34,74.853
VNM,Viet Nam,High,EAP,65,0.367,0.333,0.308,0.308,0.314,0.313,0.315,0.316,0.319,0.308,0.302,0.299,0.296,88,68,54,47,47,46,46,45,45,44,43,33.808,29.749,27.91,30.796,31.849,32.902,33.955,35.008,36.061,34.778,33.495,32.212,30.929,18.37,30.16,44.64,59.85232,60.272,61.504,62.736,63.968,63.968,65.2,66.24,66.24,66.43856115,25.95,38.39,56.62434444,74.69390389,75.20019462,75.70648535,76.21277607,76.7190668,77.22535752,77.69533203,77.69533203,77.69533203,78.16887914,26.22222222,26.22222222,26,27.30923695,25.76064909,24.4,24.4,24.4,24.29718876,24.29718876,26.72064777,26.72064777,26.72064777,26.72064777,73.77777778,73.77777778,74,72.69076305,74.23935091,75.6,75.6,75.6,75.70281124,75.70281124,73.27935223,73.27935223,73.27935223,73.27935223,72.209,71.98,71.7,71.389,72.593,72.837,73.723,73.882,73.259,72.927,72.958,72.772,72.708,81.236,80.978,80.781,81.382,82.025,81.895,83.002,83.098,83.261,82.637,82.736,82.488,82.363
VUT,Vanuatu,Medium,EAP,,,,,,,,,,,,,,,178,140,113,92,88,85,82,80,76,74,72,69.822,61.965,58.6,55.171,54.6456,54.1202,53.5948,53.0694,52.544,51.76725,50.9905,50.21375,49.437,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.1,3.846153846,3.846153846,1.923076923,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,,,99.9,96.15384615,96.15384615,98.07692308,99.9,99.9,99.9,99.9,99.9,99.9,99.9,99.9,60.567,60.042,60.734,60.564,60.563,60.558,60.601,60.688,60.938,60.976,60.964,60.973,60.956,78.147,77.537,78.27,78.908,78.862,78.771,78.727,78.759,78.977,78.937,78.869,78.838,78.781
WSM,Samoa,High,EAP,81,,0.469,0.459,0.417,0.453,0.448,0.44,0.411,0.406,0.371,0.366,0.363,0.36,109,88,72,58,54,52,48,47,45,44,43,33.669,45.094,36.995,31.674,30.9894,30.3048,29.6202,28.9356,28.251,27.15975,26.0685,24.97725,23.886,,63.30242385,68.442554,73.598959,74.63024,75.67597148,76.73635593,77.81159867,77.81159867,79.1274861,79.1274861,79.1274861,79.1274861,,58.93570943,64.133612,69.349352,70.3925,70.3925,70.3925,70.3925,70.3925,71.58292158,71.58292158,71.58292158,71.58292158,4.081632653,4.081632653,8.163265306,6.12244898,8.163265306,4.081632653,4.081632653,4.081632653,6.12244898,6.12244898,10,10,10,10,95.91836735,95.91836735,91.83673469,93.87755102,91.83673469,95.91836735,95.91836735,95.91836735,93.87755102,93.87755102,90,90,90,90,33.28,32.923,32.112,31.567,31.52,31.591,31.699,31.714,31.697,31.487,31.36,31.249,31.104,57.07,57.484,56.515,56.029,55.784,55.96,56.313,56.402,56.475,55.946,55.744,55.651,55.456
YEM,Yemen,Low,AS,162,,0.807,0.796,0.799,0.8,0.803,0.805,0.809,0.819,0.814,0.813,0.811,0.795,386,301,242,192,187,184,175,174,169,165,164,146.24,111.315,85.55,76.6,74.8144,73.0288,71.2432,69.4576,67.672,65.842,64.012,62.182,60.352,0.91,2.59,5,8.56,10.328,12.096,13.864,15.632,15.632,17.4,18.66,19.92,19.92,6.9,12.88,18.44,26.67,28.296,29.922,31.548,33.174,33.174,33.174,34.8,35.48,36.9182701,,,0.664451827,0.72815534,0.72815534,0.72815534,0.72815534,0.72815534,0.72815534,0.486618005,0.518134715,0.518134715,0.518134715,0.970873786,,,99.33554817,99.27184466,99.27184466,99.27184466,99.27184466,99.27184466,99.27184466,99.513382,99.48186528,99.48186528,99.48186528,99.02912621,17.784,20.415,14.4,10.044,8.841,7.791,6.875,6.074,6.034,5.995,5.982,5.98,5.834,73.108,71.506,69.929,68.789,68.433,68.135,67.863,67.58,68.358,69.06,69.619,70.1,70.183
ZAF,South Africa,High,SSA,93,0.49,0.47,0.464,0.439,0.436,0.429,0.423,0.421,0.419,0.417,0.414,0.411,0.406,142,160,201,171,161,143,133,128,125,122,119,90.319,77.084,65.751,67.258,68.2016,69.1452,70.0888,71.0324,71.976,70.959,69.942,68.925,67.908,51.28,53.6,62.58281,69.69422,71.06623,72.74784,73.224295,73.70075,74.1968,74.1968,74.1968,74.97650898,74.97650898,52.16,57.62053,67.27333,73.7665,73.53747,75.94828,76.0916,76.23492,76.23492,77.39402,77.39402,78.20732748,78.20732748,23.67346939,23.67346939,30.08849558,32.81938326,42.73127753,41.05960265,41.05960265,41.05960265,40.74889868,41.18942731,41.18942731,41.03139013,41.8344519,45.33333333,76.32653061,76.32653061,69.91150442,67.18061674,57.26872247,58.94039735,58.94039735,58.94039735,59.25110132,58.81057269,58.81057269,58.96860987,58.1655481,54.66666667,43.124,44.954,46.856,44.898,45.477,45.829,46.919,47.252,48.571,48.655,49.595,49.52,49.61,69.8,66.363,63.915,60.429,59.944,60.599,60.861,61.167,62.512,62.73,63.127,62.801,62.749
ZMB,Zambia,Medium,SSA,137,0.647,0.652,0.627,0.596,0.599,0.594,0.589,0.587,0.573,0.548,0.542,0.539,0.539,631,528,421,305,283,267,254,242,232,222,213,157.435,160.31,159.746,148.959,146.5064,144.0538,141.6012,139.1486,136.696,132.55,128.404,124.258,120.112,24.8,18.41,22.76,25.83,27.304,28.778,30.252,31.726,33.2,36.18,39.16,39.16,38.48815291,34.15,37.03,42.38,43.97,45.196,46.422,47.648,48.874,48.874,50.1,52.4,52.4,54.06777528,9.677419355,9.677419355,10.12658228,12.65822785,14.01273885,11.46496815,11.46496815,11.46496815,10.75949367,12.65822785,17.96407186,17.96407186,17.96407186,17.96407186,90.32258065,90.32258065,89.87341772,87.34177215,85.98726115,88.53503185,88.53503185,88.53503185,89.24050633,87.34177215,82.03592814,82.03592814,82.03592814,82.03592814,73.753,73.597,73.622,71.123,70.622,70.119,70.164,70.206,70.252,70.295,70.334,70.37,70.37,85.585,85.123,85.915,82.529,81.788,81.021,80.856,80.63,80.344,80.032,79.641,79.204,79.076
ZWE,Zimbabwe,Medium,SSA,129,0.596,0.626,0.593,0.595,0.59,0.587,0.551,0.548,0.546,0.541,0.533,0.532,0.527,457,579,685,598,557,528,509,494,480,468,458,102.746,100.078,100.351,111.091,110.6414,110.1918,109.7422,109.2926,108.843,103.166,97.489,91.812,86.135,28.46,37.06,40.540567,46.334812,47.493661,48.65251,50.28817028,52.41748,54.0686908,54.99020936,59.79201,59.79201,59.79201,45.77,55.44,57.800183,61.486988,62.224349,62.96171,63.84577087,66.34425,67.82385667,69.30346333,70.78307,70.78307,70.78307,14.66666667,14.66666667,9.333333333,20.83333333,17.8913738,17.8913738,17.8913738,35.14285714,35.14285714,35.14285714,35.14285714,36.1516035,34.28571429,34.57142857,85.33333333,85.33333333,90.66666667,79.16666667,82.1086262,82.1086262,82.1086262,64.85714286,64.85714286,64.85714286,64.85714286,63.8483965,65.71428571,65.42857143,73.893,72.103,77.064,77.288,77.437,77.519,77.651,77.755,77.839,77.925,77.979,78.014,78.106,89.792,87.432,88.146,88.445,88.531,88.672,88.909,89.077,89.165,89.288,89.22,89.016,88.993
,Very high human development,,,,0.328,0.286,0.253,0.227,0.22,0.214,0.206,0.2,0.197,0.192,0.184,0.179,0.173,25.73846819,22.43399459,18.82843912,15.67626011,15.15364024,15.01749485,14.48212931,14.17272152,14.4611944,14.39062278,14.17143299,36.55114904,30.9655179,26.8048796,25.40487568,24.50258718,23.58497766,22.65915475,21.73815662,20.8316588,19.9038556,18.99810406,18.10105,17.19570704,69.14263869,75.1040855,80.3012006,83.26858146,84.01802331,83.91571945,84.57596503,85.214311,85.62019567,86.02178399,86.29406435,86.48952581,86.51089908,74.39367817,79.01717724,82.99563438,85.92342446,86.5482744,86.44957188,87.14829631,87.65521571,87.55078803,88.21458763,88.31477215,88.48996896,88.61602459,13.80255057,13.80255057,16.28102216,18.80006861,21.26461979,22.01930303,22.74238035,23.84822075,24.19750336,24.48392013,25.12025163,26.36653974,27.15660754,28.27732364,86.19744943,86.19744943,83.71897784,81.19993139,78.73538021,77.98069697,77.25761965,76.15177925,75.80249664,75.51607987,74.87974837,73.63346026,72.84339246,71.72267636,49.74481622,50.34218177,50.53972068,51.18241224,51.23939207,51.42607015,51.52144653,51.61316811,51.68365908,51.94303039,52.19074278,52.46173636,52.31304699,71.8897039,70.94198597,69.77292566,69.39295973,69.25619424,69.32913592,69.23093009,69.19983039,69.22404645,69.27488336,69.27655284,69.33587424,69.14087014
,High human development,,,,,0.421,0.391,0.37,0.366,0.363,0.356,0.352,0.349,0.346,0.344,0.34,0.34,118.1021114,92.68390787,86.6221237,75.50873284,72.82635108,70.99500001,69.41487586,67.75386861,66.22401835,64.09298205,62.32144943,43.79187815,37.88993746,31.90983945,33.37049367,33.98593322,34.38043927,34.59189305,34.73900362,34.902583,34.61610931,34.30933759,33.97278003,33.5854038,34.28974311,41.37160938,49.22750588,56.54637622,58.76947339,60.90479936,62.98668029,64.99719448,65.50246363,67.35640525,68.32707882,69.55272151,69.83414059,46.65126939,54.19155832,60.28309758,65.75326353,67.44381125,69.00591549,70.41745481,71.82024944,72.08932249,72.83741527,74.06925204,74.92778989,75.06619361,,,14.32781942,15.2765904,19.02522385,19.53149984,20.02674194,21.96922599,22.7447379,23.15954568,23.22108749,23.44147338,24.52020596,24.46032565,,,85.67218058,84.7234096,80.97477615,80.46850016,79.97325806,78.03077401,77.25526209,76.84045432,76.77891251,76.55852662,75.47979404,75.53967435,60.15382727,59.48362778,57.27715869,56.02621447,55.87743687,55.84444908,55.61291065,55.29227214,55.1318765,54.90401576,54.69603846,54.51580323,54.1733963,81.89998431,80.81920654,78.61876741,77.4741822,77.37441588,77.31865365,77.08587295,76.79794819,76.52402461,76.20108851,75.92305948,75.65020185,75.38112776
,Medium human development,,,,0.691,,0.608,0.567,0.562,0.556,0.551,0.54,0.529,0.521,0.512,0.507,0.501,463.1046129,379.8291163,301.9272704,227.7538094,215.3423187,204.7437976,196.3731152,189.2067626,181.8654132,173.1831796,161.484816,97.48776209,82.44578134,68.58859364,56.54863577,54.31329225,52.09363991,49.88276131,47.67552669,45.47106143,42.75350751,40.04133679,37.33057804,34.61492255,15.4020429,22.2555869,22.49342715,27.28017022,27.44171277,28.13593458,28.28676792,28.86072313,29.34025397,29.57599321,29.92209958,30.12139426,30.13722225,36.25569278,39.66819337,41.76898278,44.37213344,44.98620424,45.09254219,45.02206325,45.37728109,45.87770393,46.08887749,46.13816907,46.25762741,46.3164069,6.461355932,6.461355932,,12.32472745,16.22563539,16.63636849,16.9799699,16.75035872,18.18150127,20.04759803,20.09695207,19.99437064,19.92381699,20.35236416,93.53864407,93.53864407,,87.67527255,83.77436461,83.36363151,83.0200301,83.24964128,81.81849873,79.95240197,79.90304793,80.00562936,80.07618301,79.64763584,33.53597841,33.71094317,34.56125204,30.94169218,30.11330751,29.3320957,29.12473336,28.99607015,28.90905874,28.69137714,28.56394071,28.38147461,28.34440679,83.87203316,82.84219467,82.33352207,80.20903818,79.80958999,79.4763208,79.09013945,78.62713349,78.28596143,77.84362428,77.56329244,77.17450265,77.11454797
,Low human development,,,,,,0.647,0.629,0.621,0.619,0.61,0.611,0.604,0.6,0.596,0.594,0.592,985.9514283,934.545863,798.8345291,677.232809,660.4737584,645.4285785,630.2274515,617.8329106,599.7257118,584.9877023,571.7804469,141.4219046,136.4687533,130.6256664,122.6332992,120.611869,118.6023175,116.6020973,114.6117842,112.6356403,110.1497677,107.6871279,105.2428972,102.8048424,,,7.736515095,10.11282428,10.81626951,11.55820137,14.05159581,15.16109262,15.40632439,16.36577221,16.75923874,17.12883304,17.18490719,,,17.25982377,21.98607777,22.92659524,23.91193007,24.52294371,28.54762046,28.63673475,29.55121425,29.48917587,29.87821413,30.11948312,,,,15.85311241,18.3125,20.50867392,19.88788041,20.33850494,19.87085412,21.82517867,21.72237671,21.87907219,21.66375487,22.16024341,,,,84.14688759,81.6875,79.49132608,80.1121196,79.66149506,80.12914588,78.17482133,78.27762329,78.12092781,78.33624513,77.83975659,60.63135257,61.09928883,61.1907908,60.1112627,59.81864914,58.94023084,58.19996378,57.85518148,57.70137968,57.61877862,57.70169581,57.765257,57.69529714,77.60121851,76.96080908,76.52396026,75.58947426,75.38350211,74.56569408,73.78328456,73.34782092,73.00835082,72.70242409,72.52007714,72.32794527,72.28050941
,Arab States,,,,0.684,0.66,0.61,0.566,0.56,0.549,0.536,0.534,0.526,0.52,0.521,0.519,0.518,272.499017,233.8153096,201.2007382,161.7781616,154.4909411,148.758363,142.0544131,140.3661548,136.8623205,136.4707102,135.3797969,67.0078099,57.36397588,52.58939798,51.48219776,51.45064845,51.43683674,51.41572224,51.34283761,51.1777431,50.17007497,49.11076359,47.98432927,46.77619169,17.26817525,22.34859862,28.05406652,35.80864661,37.95937591,39.99940843,42.10404391,44.15022135,45.28262536,47.22348354,48.72675545,49.30267351,49.32207157,31.62965838,36.31101469,40.8250385,46.85513915,48.09984976,49.48768179,50.87170312,52.01387375,52.60839769,53.64933491,55.24190824,55.5616031,55.77744804,3.607420495,3.607420495,3.637188971,6.820973349,11.08278214,11.58282136,13.29515016,15.7939869,15.87903981,17.65904243,18.28227792,18.03686063,18.3436853,17.99146168,96.3925795,96.3925795,96.36281103,93.17902665,88.91721786,88.41717864,86.70484984,84.2060131,84.12096019,82.34095757,81.71772208,81.96313937,81.6563147,82.00853832,19.68745762,19.80602581,19.99951801,20.74539276,20.77389905,20.98753515,21.32559485,21.28753259,21.15516753,21.28717463,20.67021594,20.62908039,20.65714408,75.58689871,74.56475946,73.55243807,74.33264663,74.37464395,74.45999218,74.7068624,74.35875827,73.87668879,73.54622298,73.10029711,73.02985321,73.03905413
,East Asia and the Pacific,,,,,0.379,0.352,0.343,0.343,0.341,0.336,0.334,0.33,0.327,0.325,0.324,0.324,151.916688,112.6138738,104.6752799,88.41874965,85.43352571,83.4992669,81.87767151,79.68544617,77.59719931,74.9415584,73.07281315,28.05595442,22.65508843,19.49497439,20.80638425,21.41306622,21.85134291,22.14700295,22.40032171,22.68180924,22.56873068,22.44981786,22.31544997,22.1456206,32.03659938,39.57384034,47.57097214,54.80004119,57.10135215,59.42680544,61.75511101,64.09350987,64.38267384,66.60558392,67.69655435,68.972083,69.36917162,46.76330829,54.84418879,61.00769461,66.56961888,68.19808105,69.84313369,71.49576373,73.16697457,73.25856127,73.97639767,75.3973117,76.32718749,76.52834454,,,16.92191114,17.00399887,17.60425216,17.37228533,17.6998688,18.7639675,18.60495913,19.61445029,19.51312742,19.76309131,20.2506754,20.17523531,,,83.07808886,82.99600113,82.39574784,82.62771467,82.3001312,81.2360325,81.39504087,80.38554971,80.48687258,80.23690869,79.7493246,79.82476469,68.38802512,67.33794073,63.5333273,61.95360271,61.91661471,61.72198273,61.35934119,61.10779472,60.76902509,60.36569659,59.94479465,59.68065242,59.24621362,83.96061475,82.98885348,80.27508876,79.03473738,79.00842805,78.85460863,78.55520304,78.28831398,77.93441403,77.52320405,77.16283358,76.82691154,76.50686019
,Europe and Central Asia,,,,0.477,0.425,0.364,0.311,0.304,0.296,0.289,0.285,0.281,0.273,0.267,0.263,0.256,55.56807476,41.14836661,34.15809179,26.07495139,25.23050701,24.48775478,22.91909388,22.32392449,21.63875717,20.54499821,19.89153609,55.38874894,46.10753796,32.95298014,30.85074859,30.84176939,30.82343934,30.77333966,30.67551685,30.52924473,29.85777008,29.17319766,28.47424733,27.76753913,56.38685249,60.77221156,64.7857826,73.94987888,75.03716929,75.96017502,76.88222913,78.1753025,78.3958949,79.58970039,80.0410026,79.93659944,79.86548216,66.58955283,70.21723018,73.69795853,82.36883046,83.46879703,84.15490521,84.80698139,85.98856148,83.86334612,87.00567866,87.71196301,87.64416045,88.09465389,5.222672065,5.222672065,7.060825181,10.5552381,15.34685864,16.31252043,18.04241435,18.20261438,19.08755451,18.98026316,19.93410214,20.69767442,21.15761936,23.12724894,94.77732794,94.77732794,92.93917482,89.44476191,84.65314136,83.68747957,81.95758564,81.79738562,80.91244549,81.01973684,80.06589786,79.30232558,78.84238064,76.87275106,47.23566146,44.48207421,42.67981135,43.5623684,43.99219104,43.97910327,44.49595625,44.30685503,44.81522571,44.94209411,45.1053755,45.21187553,45.01415319,71.14451978,69.00526281,67.84328689,68.01693214,68.57030905,68.54859309,68.91437735,69.08986659,69.45441688,69.67576855,69.89975106,70.07948382,69.96112895
,Latin America and the Caribbean,,,,0.511,0.483,0.451,0.43,0.427,0.42,0.415,0.41,0.406,0.401,0.396,0.391,0.389,116.3829687,94.62967544,89.69347992,83.96272357,80.63066491,79.07941109,77.61417668,76.42051197,75.50865817,74.26827503,72.73794653,87.39802942,85.7063131,80.6831699,73.96712828,72.86039456,71.74570683,70.62409323,69.49739901,68.36681673,67.06694908,65.77508132,64.4971198,63.23377968,33.44811172,38.39073687,45.53226561,51.10102227,53.03237977,54.60505704,55.61199983,56.75640324,57.90661637,58.44627647,59.00278301,60.405005,60.37169631,35.84106123,40.79693461,46.33180836,51.53305739,53.80631779,55.09826156,55.74687367,56.50134373,57.55163735,58.18350927,58.88202032,59.71559782,59.74215591,12.96037296,12.96037296,14.69483568,19.97148445,22.91709952,22.94715447,24.38875306,25.50321644,27.06812652,27.51082251,28.47578141,29.32426689,30.97696585,31.42516398,87.03962704,87.03962704,85.30516432,80.02851555,77.08290048,77.05284553,75.61124694,74.49678356,72.93187348,72.48917749,71.52421859,70.67573311,69.02303415,68.57483602,45.3107889,47.35685248,50.3338832,50.84887872,50.52017652,51.3621304,51.22798949,50.94011209,51.20576882,51.36198134,51.71034525,52.08072,52.08358804,80.61229165,79.55785049,78.97046209,78.08380869,77.711731,77.97490035,77.67544255,77.47828695,77.39092288,77.04655288,77.04743577,76.92753501,76.85562267
,South Asia,,,,0.704,,0.61,0.567,0.563,0.559,0.565,0.548,0.54,0.531,0.518,0.518,0.505,467.3858609,383.046988,299.9040517,226.7538652,213.6004099,201.9550644,191.6298302,182.8509301,172.6397412,162.8140816,148.5517577,96.89237492,79.36931135,63.79284329,50.67034049,48.20739747,45.72889373,43.2235846,40.68244495,38.10507018,35.11791094,32.10614645,29.07683142,26.03288171,16.08550698,23.88802968,24.14324478,29.00115453,29.05633381,29.67886262,29.78970504,30.21309862,30.74016249,30.84614047,31.10392744,31.27309652,31.26490953,37.98491724,41.95634286,44.32453996,46.8086259,47.43812618,47.50327573,47.43758428,47.72281855,48.24321128,48.34473563,48.32889907,48.40012491,48.4225917,5.845248108,5.845248108,,12.60764726,17.90763431,18.15616181,18.15336463,14.25251743,17.35303364,17.36111111,17.54108723,17.54663294,15.85886002,17.52328389,94.15475189,94.15475189,,87.39235274,82.09236569,81.84383819,81.84663537,85.74748257,82.64696636,82.63888889,82.45891277,82.45336706,84.14113998,82.47671611,28.49223394,28.82884603,30.26707669,26.01829822,25.03715656,24.08681362,23.88811322,23.67412302,23.66288303,23.50146984,23.53677157,23.27164974,23.1827965,83.87835106,82.87876082,82.62724541,80.19901388,79.7385153,79.36008373,78.95042484,78.41359794,78.08700914,77.69517068,77.4427353,77.05054289,76.97290249
,Sub-Saharan Africa,,,,,,0.619,0.6,0.593,0.592,0.584,0.585,0.579,0.577,0.573,0.572,0.57,915.0165856,867.0021181,747.0552946,624.7787789,608.747587,594.900404,582.5318749,572.1895621,558.8533096,546.0903639,535.2485609,138.364852,132.7847387,126.9671402,120.8341994,119.4520076,118.0473784,116.6319546,115.222335,113.8271015,111.5907212,109.3747581,107.1658249,104.9448425,,,19.21757958,22.49047292,23.31577315,24.22334391,26.43223008,27.31304903,27.39583058,28.24211527,28.58753428,28.83095615,28.75953385,,,28.82830264,32.72615221,33.45754256,34.56752761,35.10735991,38.42713524,38.36746434,39.3252067,39.25686966,39.68174561,39.81020329,,,12.11109158,16.76706827,19.3197623,21.31582118,20.9769459,22.12154696,22.04679037,23.39708759,23.26598625,23.61420244,23.59763813,24.04881551,,,87.88890842,83.23293173,80.6802377,78.68417882,79.0230541,77.87845304,77.95320963,76.60291241,76.73401375,76.38579756,76.40236187,75.95118449,64.85301358,65.26400866,65.44236474,64.67440322,64.57157453,63.94090835,63.47756022,63.25510609,63.23982603,63.20336592,63.32789742,63.37818594,63.34000207,77.57272889,76.64064735,75.86144893,75.00812746,74.87992121,74.29837152,73.73733499,73.46066457,73.30530795,73.09976455,72.94937728,72.70246556,72.67238445
,World,,,,0.547,0.521,0.493,0.472,0.468,0.464,0.458,0.455,0.45,0.445,0.44,0.438,0.436,370.4931213,324.6801648,288.5915014,240.7933183,233.330778,227.4626127,222.40889,218.6485019,213.8260208,209.1462895,203.8397864,67.60925484,60.66327107,53.00331487,51.39750524,50.97791645,50.41376686,49.73603026,49.01233077,48.28357808,47.08973896,45.8748906,44.62904738,43.33228567,40.49520788,46.15925721,50.13609512,54.73404685,55.84075448,56.8067811,57.91780646,58.95777388,59.22833981,60.09671883,60.54162269,61.03328959,61.00010685,51.60296634,56.59037431,60.07003796,63.69064798,64.69648012,65.33099372,66.04449656,66.92843384,67.01014251,67.49297497,67.94770535,68.29515227,68.28807483,11.54165725,11.54165725,13.90907453,16.26963568,19.07292669,19.88323292,20.3782979,21.39727411,21.85935036,22.69490662,22.99661591,23.53880447,24.10818665,24.63954712,88.45834275,88.45834275,86.09092547,83.73036432,80.92707331,80.11676708,79.6217021,78.60272589,78.14064964,77.30509338,77.00338409,76.46119553,75.89181335,75.36045288,51.21361296,51.04305994,50.30791383,48.83971614,48.53005299,48.26035653,48.04047107,47.83513541,47.71816148,47.58766432,47.50343691,47.42075942,47.20060519,79.47952865,78.59729936,77.31578084,76.18803885,76.00478649,75.85662689,75.58120552,75.30385598,75.08391202,74.82377537,74.62486589,74.40928134,74.24244136
